asin,title,url,price,rating,review_count,seller,scraped_at,seller_detailed,price_detailed,description,specifications,availability,shipping_info,ai_prediction,ai_confidence,ai_probabilities,risk_score,risk_level,analysis_timestamp
B0CC3PR229,Kit Recarga Compatível Com Impressora 2776 Cartucho 667,https://www.amazon.com.br/Recarga-Compat%C3%ADvel-Impressora-2776-Cartucho/dp/B0CC3PR229/ref=sr_1_36?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-36&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9,84.0,5.0,,VALE JET,2025-10-30 21:26:38,VALE JET,84.0,Tinta de Impressora,{},Em estoque,,COMPATIVEL,0.42,"[0.42, 0.25, 0.33]",2,MÉDIO,2025-10-30T21:44:25.979715
B0DHWNG8G1,"Cartucho de tinta 667XL preto e colorido de substituição para HP 667XL 667 XL cartuchos de tinta compatíveis com impressoras HP DeskJet 1275 2374 2375 2376 2775 2776 6075 6475 6476 (2 pretas, 1",https://www.amazon.com.br/667XL-substitui%C3%A7%C3%A3o-cartuchos-compat%C3%ADveis-impressoras/dp/B0DHWNG8G1/ref=sr_1_37?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-37&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147,519.0,4.6,,Shupandaojia,2025-10-30 21:26:38,Shupandaojia,519.0,"PARA HP 667XL TINTA CARTUCHOS COMPATÍVEIS COM IMPRESSORAS COMPATÍVEIS: Deskjet Ink Advantage 1275 2374 2375 2376 2776; Deskjet Ink Advantage Plus 6075 6475 6476
Alto rendimento de páginas: 850 páginas para cartucho de tinta preta 667XL, 650 páginas para cartucho de tinta colorida 667XL (5% de cobertura).
PACOTE: 3 pacotes para HP 667XL cartucho de tinta preto/colorido (2 × preto, 1 × cor).
PARA VANTAGENS HP 667XL: Pode ser reconhecido por suas impressoras e instalado facilmente. Conveniente para sua vida.
ATENDIMENTO AO CLIENTE: não apenas controlamos rigorosamente a qualidade do produto, mas também damos grande importância ao atendimento ao cliente. Atenderemos você 24 horas online.",{},Em estoque,,COMPATIVEL,0.49,"[0.49, 0.33, 0.18]",3,MÉDIO,2025-10-30T21:44:25.979715
B0F496TKWW,"Cartucho 667 Colorido Original (3YM78AB) Para impressoras Deskjet 1275, 2374, 2375, 2376, 2775, 2776, 6475, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-Colorido-Original-3YM78AB-impressoras/dp/B0F496TKWW/ref=sr_1_38?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-38,68.0,,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,68.0,"Cartucho HP 667 Colorido Original (3YM79AB)
Até 120 páginas
Modelos: HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476
Imprima texto nítido e cores intensas com os cartuchos de tinta originais HP projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta HP original por um preço acessível.
Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor. Com cartuchos com preço muito acessível, obtenha tinta HP original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora HP. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.",{},,Marca,ORIGINAL,0.8,"[0.17, 0.8, 0.03]",0,BAIXO,2025-10-30T21:44:25.979715
B0DM2NK1T3,"Cartucho H P 667 Preto Original (3YM79AB) Para H P Deskjet 2376, 2776, 6476, 5076, 5276 Preto",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Deskjet/dp/B0DM2NK1T3/ref=sr_1_39?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-39,64.0,,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,64.0,"Cartucho HP 667 Preto Original (3YM79AB)
Até 120 páginas
HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476
Imprima texto nítido e cores intensas com os cartuchos de tinta originais HP projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta HP original por um preço acessível.
Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor. Com cartuchos com preço muito acessível, obtenha tinta HP original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora HP. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.",{},,Marca,ORIGINAL,0.79,"[0.18, 0.79, 0.03]",0,BAIXO,2025-10-30T21:44:25.979715
B0CM79WB9F,"Cartucho HP 667XL Preto Original (3YM78AB) Para impressoras HP Deskjet 1275, 2374, 2375, 2376, 2775, 2776, 6475, 6476, 5076, 5276 (Preto, XL)",https://www.amazon.com.br/Cartucho-Original-3YM78AB-impressoras-Deskjet/dp/B0CM79WB9F/ref=sr_1_40?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-40,144.0,,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,144.0,"Cartucho HP 667 Preto Original (3YM79AB)
Até 120 páginas
Modelos: HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476
Imprima texto nítido e cores intensas com os cartuchos de tinta originais HP projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta HP original por um preço acessível.
Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor. Com cartuchos com preço muito acessível, obtenha tinta HP original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora HP. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.",{},,Marca,ORIGINAL,0.81,"[0.16, 0.81, 0.03]",0,BAIXO,2025-10-30T21:44:25.979715
B0CMVWTRKD,Kit com 02 Cartuchos HP 667 - Preto e Colorido,https://www.amazon.com.br/Kit-com-02-Cartuchos-667/dp/B0CMVWTRKD/ref=sr_1_41?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-41,165.0,,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,165.0,"Kit 2 cartucho HP 667 Preto e Colorido Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes.
Os cartuchos originais HP imprimem até 86% mais páginas que cartuchos recarregados. A HP desenvolve produtos testados para oferecer resultados satisfatórios e impressões perfeitas. Os cartuchos originais HP oferecem durabilidade nas suas impressões, com cores nítidas e de qualidade. Os cartuchos anunciados além de originais e lacrados nas caixas, estão prontos para uso e com validade de 12 meses.
Marca: HP Modelo: 3YM79AL / 3YM78AL Itens inclusos: 1 Cartucho HP 667 Preto 2ml 1 Cartucho HP 667 Colorido 2ml Quantas páginas imprime um cartucho HP 667? Cerca de 120 páginas aproximadamente cada Você deve estar se perguntando: qual o cartucho para a sua impressora?
Se sua impressora está nesta lista, este é o cartucho ideal para ela: - Deskjet Ink Advantage 1275 - Deskjet Ink Advantage 2374 - Deskjet Ink Advantage 2375 - Deskjet Ink Advantage 2376 - Deskjet Ink Advantage 2775 - Deskjet Ink Advantage 2776 - Deskjet Ink Advantage Plus 6475 - DeskJet Ink Advantage Plus 6476",{},,Marca,ORIGINAL,0.64,"[0.22, 0.64, 0.14]",1,BAIXO,2025-10-30T21:44:25.979715
B0CDQHSJCF,Kit com 02 Cartuchos HP 667 Preto e Colorido,https://www.amazon.com.br/Kit-Cartuchos-667-Preto-Colorido/dp/B0CDQHSJCF/ref=sr_1_42?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-42,144.0,,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,144.0,"Kit 2 cartucho HP 667 Preto e Colorido Imprima seus documentos todos os dias com alta qualidade garantida a um preço acessível com cartuchos de tinta HP originais de baixo custo, projetados com proteção contra fraude e alertas de pouca tinta o que lhe oferece um desempenho sem preocupações e resultados consistentes.
Os cartuchos originais HP imprimem até 86% mais páginas que cartuchos recarregados. A HP desenvolve produtos testados para oferecer resultados satisfatórios e impressões perfeitas. Os cartuchos originais HP oferecem durabilidade nas suas impressões, com cores nítidas e de qualidade. Os cartuchos anunciados além de originais e lacrados nas caixas, estão prontos para uso e com validade de 12 meses.
Marca: HP Modelo: 3YM79AL / 3YM78AL Itens inclusos: 1 Cartucho HP 667 Preto 2ml 1 Cartucho HP 667 Colorido 2ml Quantas páginas imprime um cartucho HP 667? Cerca de 120 páginas aproximadamente cada Você deve estar se perguntando: qual o cartucho para a sua impressora?
Se sua impressora está nesta lista, este é o cartucho ideal para ela: - Deskjet Ink Advantage 1275 - Deskjet Ink Advantage 2374 - Deskjet Ink Advantage 2375 - Deskjet Ink Advantage 2376 - Deskjet Ink Advantage 2775 - Deskjet Ink Advantage 2776 - Deskjet Ink Advantage Plus 6475 - DeskJet Ink Advantage Plus 6476",{},,Marca,ORIGINAL,0.64,"[0.22, 0.64, 0.14]",1,BAIXO,2025-10-30T21:44:25.979715
B0DMVWWGM1,"Cartuchos de tinta 667XL pretos e coloridos de substituição para HP 667 XL 667 cartuchos de tinta funcionam para Deskjet Ink Advantage 1275 2375 2775, Deskjet Ink Advantage Plus 6075 6475 6476 (1",https://www.amazon.com.br/Cartuchos-667XL-coloridos-substitui%C3%A7%C3%A3o-Ink/dp/B0DMVWWGM1/ref=sr_1_43?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-43&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,293.0,4.0,,ACETONER,2025-10-30 21:26:38,ACETONER,293.0,"Compatível com: Deskjet Ink Advantage 1275 2374 2375 2376 2775 2776; para Deskjet Ink Advantage Plus 6075 6475 6476
Alto rendimento de páginas: até 850 páginas por cartucho de tinta preta 667XL e 650 páginas por cartucho de tinta colorida 667XL (5% de cobertura)
O que você recebe: 2 pacotes para cartuchos de tinta preta e tricolor 667xg. Qualquer problema sobre esta substituição para cartuchos de tinta 667xl ou sua opinião valiosa, envie-nos uma mensagem de texto na Amazon.
Didplay de nível de tinta: Estes cartuchos de tinta para hp 667xl estão equipados com chip inteligente para que possam mostrar o nível de tinta a qualquer momento. Nossa tinta 667xl pertence à remanufaturada, muito ecológica e econômica.
Impressões de qualidade: impressão HD 1:1, esta tinta para impressora 667xl oferece às suas impressões texto nítido e nítido, cores vibrantes. Ajuda a registrar seu precioso momento.",{},Em estoque,,ORIGINAL,0.42,"[0.32, 0.42, 0.26]",2,MÉDIO,2025-10-30T21:44:25.979715
B0CDQJC9WC,"Cartucho de tinta H P 667 Preto Original (3YM79AB) Para Deskjet Ink Advantage 2376, 2776, 6476, 5076, 5276",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Advantage/dp/B0CDQJC9WC/ref=sr_1_44?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-44,64.0,5.0,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,64.0,"Cartucho HP 667 Preto Original (3YM79AB)
Até 120 páginas
HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476
Imprima texto nítido e cores intensas com os cartuchos de tinta originais HP projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta HP original por um preço acessível. Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor. Com cartuchos com preço muito acessível, obtenha tinta HP original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora HP. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.",{},,Marca,ORIGINAL,0.81,"[0.16, 0.81, 0.03]",0,BAIXO,2025-10-30T21:44:25.979715
B0DPLFRRJJ,Kit 4 Tintas Stkink Compatível Advantage 667 667XL 2874 2774 2376 60K46A 500ml,https://www.amazon.com.br/Tintas-Stkink-Compat%C3%ADvel-Advantage-667XL/dp/B0DPLFRRJJ/ref=sr_1_45?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-45&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,189.0,5.0,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,,,{},,,COMPATIVEL,0.5,"[0.5, 0.24, 0.26]",2,MÉDIO,2025-10-30T21:44:25.979715
B0CDQG1MJJ,"Cartucho HP 667 Preto Original (3YM79AB) Para HP Deskjet 2376, 2776, 6476, 5076, 5276 Preto",https://www.amazon.com.br/Cartucho-667-Original-3YM79AB-Deskjet/dp/B0CDQG1MJJ/ref=sr_1_46?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-46,64.0,,,Amazon.com.br,2025-10-30 21:26:38,Amazon.com.br,64.0,"Cartucho HP 667 Preto Original (3YM79AB)
Até 120 páginas
HP Deskjet Ink Advantage 2376, HP Deskjet Ink Advantage 2776, HP Deskjet Ink Advantage 6476
Imprima texto nítido e cores intensas com os cartuchos de tinta originais HP projetados para oferecer impressões de qualidade em casa, na escola e em pequenas empresas. Com cartuchos muito baratos, obtenha tinta HP original por um preço acessível. Imprima os documentos e as fotos de alta qualidade que você precisa por um ótimo valor. Com cartuchos com preço muito acessível, obtenha tinta HP original por um preço acessível, além de resultados confiáveis e consistentes de cartuchos projetados com a impressora HP. Fotos e documentos que duram mais de 50 anos sem perder a cor e a qualidade. Impressão sustentável, os cartuchos HP originais são feitos com até 50% de material reciclado.",{},,,ORIGINAL,0.79,"[0.18, 0.79, 0.03]",0,BAIXO,2025-10-30T21:44:25.979715
B0BZ96VZKW,"Supreme Quality Kit 2x Cartucho Compatível 667XL Rendimento Extra 14ml Novo - Colorido - Água Base - Compatível com HP Deskjet Ink Advantage 1275, 2374, 2375, 2376, 2775, 2776, 6475, 6476",https://www.amazon.com.br/Cartucho-Compat%C3%ADvel-667xl-Rendimento-Extra/dp/B0BZ96VZKW/ref=sr_1_47?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-47&ufe=app_do%3Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678,293.0,5.0,,PAPELARIA PAULA,2025-10-30 21:26:38,PAPELARIA PAULA,293.0,Computadores e Informática,{},Somente 1 em estoque.,,COMPATIVEL,0.43,"[0.43, 0.33, 0.24]",3,MÉDIO,2025-10-30T21:44:25.979715
B0DT3S9L1S,"Cartuchos de tinta de substituição 667XL 667 XL 667 para hp 667 cartuchos de tinta pretos e coloridos para Deskjet Ink Advantage 1275 2375 2775, Deskjet Ink Advantage Plus 6075 6475 6476 (2 preto)",https://www.amazon.com.br/Cartuchos-substitui%C3%A7%C3%A3o-cartuchos-coloridos-Advantage/dp/B0DT3S9L1S/ref=sr_1_48?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-48&ufe=app_do%3Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b,350.0,3.0,,Amazon.com.br,2025-10-30 21:26:39,Amazon.com.br,,,{},,,COMPATIVEL,0.55,"[0.55, 0.29, 0.16]",3,MÉDIO,2025-10-30T21:44:25.979715
B0DPLHJ1NK,"Kit 4 Tintas Stkink Compatível Advantage 667 667XL 2874 2774 2376 60K46A 1,75 Litro",https://www.amazon.com.br/Tintas-Stkink-Compat%C3%ADvel-Advantage-667XL/dp/B0DPLHJ1NK/ref=sr_1_49?dib=eyJ2IjoiMSJ9.loMaamKR8TKSm71GzFAoC-JSj6x_Iu0DNTkmrN7nd2LhZjyhm6ZiioMhYSV-Hqc4fpqrbcf5zfpdflr8Vy_3LRrlrq36jgCHCktsml8YUt9vH4gHzS8fJlo27qSSQG35chLColu9gH_bs7QwMu1aCIYI4SaOg4UFyxeUqlYG02dffgwbCIEnpK4tyUCTD2YLlVYVIlYqmrvWxKpjqgG6PtwzxwtFCEVwWEJT3Abtp61GtdI6ydKeA0OKPRkua7ZjjyHuMUig3r5j0srQLI9pPhdOT0Jh5urlgGlFmCBL0zU._65RHrVqCWp5Gxw3MumT4hAsGBTk9RPWdc82c-c2J_Y&dib_tag=se&keywords=cartucho+HP+667&qid=1761870389&sr=8-49&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12,152.0,,,JETW,2025-10-30 21:26:39,JETW,152.0,"Vantagens das Tintas STKINK: Para realizar o abastecimento, apenas encaixe o frasco na impressora! Muito simples e sem complicação! Qualidade Impecável: Desde 2001 no mercado, nossas tintas são reconhecidas por sua excelência. Cores Vivas e Intensas: As tintas proporcionam cores fortes e vibrantes, perfeitas para fotos e documentos. Sem Entupimentos: Desenvolvidas para não entupir a cabeça de impressão, garantindo impressões suaves e contínuas.
Secagem Rápida: As tintas possuem rápida absorção e secagem imediata, otimizando o seu tempo. Durabilidade: Impressões duradouras que resistem ao desgaste do tempo. Proteção da Impressora: Formuladas para não danificar o equipamento, prolongando sua vida útil.
Garantia de Qualidade: Impressões de Alta Qualidade: Perfeitas para papéis normais e fotográficos. Segurança: Uso garantido sem danificar a impressora. Documentação: Produto acompanha Nota Fiscal, garantia e procedência comprovada.
99% de similaridade com as tintas originais Tanque de Tinta. Ideal tanto para impressões em papéis sulfite como em fotográficos Glossy (blinhante) e Matte (fosco)
Detalhes Técnicos Compatível 2874, 2774, 2376, 60K46A Capacidade por Impressão 14 mil impressão por cor Validade 2 anos Garantia 6 meses Kit de Tintas Para Impressora Compatível 2874 2774 2376",{},Em estoque,,ORIGINAL,0.5,"[0.22, 0.5, 0.28]",1,BAIXO,2025-10-30T21:44:25.979715
